shp_iucn_sid,iucn_sid,sciname,presence,subpop,dbf_file,max_depth
180231,180231,Holothuria verrucosa,1,NA,SEACUCUMBERS.dbf,< 200 m
180273,180273,Paelopatides grisea,1,NA,SEACUCUMBERS.dbf,200 m +
180274,180274,Bohadschia tenuissima,1,NA,SEACUCUMBERS.dbf,200 m +
180275,180275,Holothuria lessoni,1,NA,SEACUCUMBERS.dbf,< 200 m
180276,180276,Mesothuria verrilli,1,NA,SEACUCUMBERS.dbf,200 m +
180282,180282,Molpadiodemas depressus,1,NA,SEACUCUMBERS.dbf,200 m +
180248,180248,Pearsonothuria graeffei,1,NA,SEACUCUMBERS.dbf,< 200 m
180250,180250,Paelopatides quadridens,1,NA,SEACUCUMBERS.dbf,200 m +
180251,180251,Actinopyga crassa,1,NA,SEACUCUMBERS.dbf,< 200 m
180252,180252,Holothuria glaberrima,1,NA,SEACUCUMBERS.dbf,< 200 m
180254,180254,Holothuria paraprinceps,1,NA,SEACUCUMBERS.dbf,< 200 m
180286,180286,Holothuria pardalis,1,NA,SEACUCUMBERS.dbf,< 200 m
180303,180303,Bohadschia mitsioensis,1,NA,SEACUCUMBERS.dbf,< 200 m
180305,180305,Synallactes mollis,1,NA,SEACUCUMBERS.dbf,200 m +
180307,180307,Holothuria horrida,1,NA,SEACUCUMBERS.dbf,< 200 m
180356,180356,Holothuria platei,1,NA,SEACUCUMBERS.dbf,< 20 m
180357,180357,Actinopyga serratidens,1,NA,SEACUCUMBERS.dbf,< 20 m
180358,180358,Synallactes robertsoni,1,NA,SEACUCUMBERS.dbf,200 m +
180363,180363,Stichopus pseudohorrens,1,NA,SEACUCUMBERS.dbf,< 200 m
180365,180365,Paelopatides gigantea,1,NA,SEACUCUMBERS.dbf,200 m +
180379,180379,Mesothuria triradiata,1,NA,SEACUCUMBERS.dbf,200 m +
180380,180380,Holothuria pseudofossor,1,NA,SEACUCUMBERS.dbf,< 200 m
180381,180381,Pseudostichopus mollis,1,NA,SEACUCUMBERS.dbf,200 m +
180385,180385,Holothuria grisea,1,NA,SEACUCUMBERS.dbf,< 200 m
180386,180386,Bohadschia similis,1,NA,SEACUCUMBERS.dbf,< 200 m
180387,180387,Holothuria lubrica,1,NA,SEACUCUMBERS.dbf,< 200 m
180388,180388,Holothuria dofleinii,1,NA,SEACUCUMBERS.dbf,< 200 m
180395,180395,Holothuria coluber,1,NA,SEACUCUMBERS.dbf,< 200 m
180400,180400,Holothuria edulis,1,NA,SEACUCUMBERS.dbf,< 200 m
180405,180405,Holothuria arenacava,1,NA,SEACUCUMBERS.dbf,< 200 m
180406,180406,Actinopyga palauensis,1,NA,SEACUCUMBERS.dbf,< 200 m
180462,180462,Mesothuria candelabra,1,NA,SEACUCUMBERS.dbf,200 m +
180407,180407,Holothuria conusalba,1,NA,SEACUCUMBERS.dbf,< 200 m
180409,180409,Mesothuria sufflava,1,NA,SEACUCUMBERS.dbf,200 m +
180411,180411,Bohadschia marmorata,1,NA,SEACUCUMBERS.dbf,< 200 m
180413,180413,Holothuria occidentalis,1,NA,SEACUCUMBERS.dbf,< 200 m
180414,180414,Holothuria fuscopunctata,1,NA,SEACUCUMBERS.dbf,< 200 m
180421,180421,Holothuria atra,1,NA,SEACUCUMBERS.dbf,< 200 m
180422,180422,Synallactes viridilimus,1,NA,SEACUCUMBERS.dbf,200 m +
180423,180423,Holothuria fuscorubra,1,NA,SEACUCUMBERS.dbf,< 200 m
180424,180424,Apostichopus japonicus,1,NA,SEACUCUMBERS.dbf,< 200 m
180431,180431,Holothuria excellens,1,NA,SEACUCUMBERS.dbf,< 200 m
180432,180432,Pseudostichopus echinatus,1,NA,SEACUCUMBERS.dbf,200 m +
180436,180436,Parastichopus californicus,1,NA,SEACUCUMBERS.dbf,200 m +
180445,180445,Molpadiodemas ustulatus,1,NA,SEACUCUMBERS.dbf,200 m +
180448,180448,Holothuria parva,1,NA,SEACUCUMBERS.dbf,< 20 m
180450,180450,Labidodemas quadripartitum,1,NA,SEACUCUMBERS.dbf,< 200 m
180451,180451,Holothuria hawaiiensis,1,NA,SEACUCUMBERS.dbf,< 200 m
180452,180452,Bathyplotes natans,1,NA,SEACUCUMBERS.dbf,< 200 m
180483,180483,Holothuria flavomaculata,1,NA,SEACUCUMBERS.dbf,< 200 m
180484,180484,Labidodemas pseudosemperianum,1,NA,SEACUCUMBERS.dbf,< 200 m
180487,180487,Holothuria moebii,1,NA,SEACUCUMBERS.dbf,< 200 m
180488,180488,Stichopus horrens,1,NA,SEACUCUMBERS.dbf,< 200 m
180454,180454,Pseudostichopus profundi,1,NA,SEACUCUMBERS.dbf,200 m +
180455,180455,Holothuria tubulosa,1,NA,SEACUCUMBERS.dbf,< 200 m
180456,180456,Molpadiodemas pustulosus,1,NA,SEACUCUMBERS.dbf,200 m +
180460,180460,Pseudostichopus tuberosus,1,NA,SEACUCUMBERS.dbf,200 m +
180494,180494,Holothuria fuscocinerea,1,NA,SEACUCUMBERS.dbf,< 200 m
180495,180495,Actinopyga spinea,1,NA,SEACUCUMBERS.dbf,< 200 m
180498,180498,Holothuria languens,1,NA,SEACUCUMBERS.dbf,< 200 m
180499,180499,Holothuria turriscelsa,1,NA,SEACUCUMBERS.dbf,< 200 m
180500,180500,Holothuria discrepans,1,NA,SEACUCUMBERS.dbf,< 200 m
180504,180504,Holothuria cinerascens,1,NA,SEACUCUMBERS.dbf,< 200 m
180506,180506,Pseudostichopus occulatatus,1,NA,SEACUCUMBERS.dbf,200 m +
180508,180508,Holothuria helleri,1,NA,SEACUCUMBERS.dbf,< 200 m
180509,180509,Holothuria cubana,1,NA,SEACUCUMBERS.dbf,< 200 m
180511,180511,Bohadschia subrubra,1,NA,SEACUCUMBERS.dbf,200 m +
180512,180512,Holothuria impatiens,1,NA,SEACUCUMBERS.dbf,< 200 m
180467,180467,Molpadiodemas constrictus,1,NA,SEACUCUMBERS.dbf,200 m +
180468,180468,Mesothuria lactea,1,NA,SEACUCUMBERS.dbf,200 m +
180469,180469,Holothuria parvula,1,NA,SEACUCUMBERS.dbf,< 200 m
180473,180473,Synallactes laguardai,1,NA,SEACUCUMBERS.dbf,200 m +
180474,180474,Actinopyga capillata,1,NA,SEACUCUMBERS.dbf,< 200 m
180476,180476,Stichopus naso,1,NA,SEACUCUMBERS.dbf,< 200 m
180477,180477,Stichopus chloronotus,1,NA,SEACUCUMBERS.dbf,< 200 m
180478,180478,Actinopyga flammea,1,NA,SEACUCUMBERS.dbf,< 200 m
180479,180479,Labidodemas semperianum,1,NA,SEACUCUMBERS.dbf,< 200 m
180518,180518,Actinopyga echinites,1,NA,SEACUCUMBERS.dbf,< 200 m
180521,180521,Neostichopus grammatus,1,NA,SEACUCUMBERS.dbf,< 200 m
180480,180480,Synallactes angustus,1,NA,SEACUCUMBERS.dbf,200 m +
180481,180481,Thelenota ananas,1,NA,SEACUCUMBERS.dbf,< 200 m
180522,180522,Synallactes crebrapapilla,1,NA,SEACUCUMBERS.dbf,200 m +
180523,180523,Bohadschia cousteaui,1,NA,SEACUCUMBERS.dbf,< 200 m
180530,180530,Actinopyga caerulea,1,NA,SEACUCUMBERS.dbf,< 200 m
180531,180531,Holothuria dakarensis,1,NA,SEACUCUMBERS.dbf,< 200 m
180534,180534,Holothuria inhabilis,1,NA,SEACUCUMBERS.dbf,< 200 m
180535,180535,Stichopus ocellatus,1,NA,SEACUCUMBERS.dbf,< 200 m
180536,180536,Molpadiodemas pediculus,1,NA,SEACUCUMBERS.dbf,200 m +
180539,180539,Holothuria lineata,1,NA,SEACUCUMBERS.dbf,< 200 m
180540,180540,Mesothuria intestinalis,1,NA,SEACUCUMBERS.dbf,200 m +
180541,180541,Bohadschia argus,1,NA,SEACUCUMBERS.dbf,< 200 m
180544,180544,Stichopus noctivagus,1,NA,SEACUCUMBERS.dbf,< 200 m
200714,200714,Holothuria inornata,1,NA,SEACUCUMBERS.dbf,< 200 m
200715,200715,Holothuria fuscogilva,1,NA,SEACUCUMBERS.dbf,< 200 m
19711306,19711306,Holothuria rathbunii,1,NA,SEACUCUMBERS.dbf,< 200 m
19712515,19712515,Allopatides corrugatus,1,NA,SEACUCUMBERS.dbf,200 m +
19743115,19743115,Synallactes aenigma,1,NA,SEACUCUMBERS.dbf,200 m +
19711507,19711507,Holothuria tuberculata,1,NA,SEACUCUMBERS.dbf,< 20 m
19711843,19711843,Apostichopus leukothele,1,NA,SEACUCUMBERS.dbf,200 m +
19712646,19712646,Amphigymnas bahamensis,1,NA,SEACUCUMBERS.dbf,200 m +
19718342,19718342,Hansenothuria benti,1,NA,SEACUCUMBERS.dbf,200 m +
19720016,19720016,Mesothuria megapoda,1,NA,SEACUCUMBERS.dbf,200 m +
19720962,19720962,Molpadiodemas violaceus,1,NA,SEACUCUMBERS.dbf,200 m +
19743170,19743170,Synallactes challengeri,1,NA,SEACUCUMBERS.dbf,200 m +
19743767,19743767,Mesothuria thomsoni,1,NA,SEACUCUMBERS.dbf,200 m +
19708770,19708770,Holothuria altaturricula,1,NA,SEACUCUMBERS.dbf,< 200 m
19708918,19708918,Holothuria casoae,1,NA,SEACUCUMBERS.dbf,< 200 m
19708976,19708976,Holothuria duoturriforma,1,NA,SEACUCUMBERS.dbf,< 200 m
19709103,19709103,Holothuria immobilis,1,NA,SEACUCUMBERS.dbf,< 200 m
19710303,19710303,Holothuria insignis,1,NA,SEACUCUMBERS.dbf,< 20 m
19710863,19710863,Holothuria isuga,1,NA,SEACUCUMBERS.dbf,< 200 m
19710984,19710984,Holothuria manningi,1,NA,SEACUCUMBERS.dbf,< 20 m
19711070,19711070,Holothuria nigralutea,1,NA,SEACUCUMBERS.dbf,< 200 m
19711112,19711112,Holothuria pluricuriosa,1,NA,SEACUCUMBERS.dbf,< 200 m
19712826,19712826,Amphigymnas multipes,1,NA,SEACUCUMBERS.dbf,200 m +
19723127,19723127,Paroriza grevei,1,NA,SEACUCUMBERS.dbf,200 m +
19725134,19725134,Paroriza verrucosa,1,NA,SEACUCUMBERS.dbf,200 m +
19743004,19743004,Paelopatides gelatinosa,1,NA,SEACUCUMBERS.dbf,200 m +
19743044,19743044,Paelopatides ovalis,1,NA,SEACUCUMBERS.dbf,200 m +
19743050,19743050,Paelopatides retifer,1,NA,SEACUCUMBERS.dbf,200 m +
19743056,19743056,Paelopatides suspecta,1,NA,SEACUCUMBERS.dbf,200 m +
180430,180430,Labidodemas americanum,1,NA,SEACUCUMBERS.dbf,< 200 m
180492,180492,Holothuria mexicana,1,NA,SEACUCUMBERS.dbf,< 200 m
180493,180493,Astichopus multifidus,1,NA,SEACUCUMBERS.dbf,< 200 m
180516,180516,Labidodemas maccullochi,1,NA,SEACUCUMBERS.dbf,< 200 m
180519,180519,Isostichopus badionotus,1,NA,SEACUCUMBERS.dbf,< 200 m
173330,173330,Halophila tricostata,1,NA,SEAGRASSES.dbf,< 200 m
173375,173375,Thalassodendron ciliatum,1,NA,SEAGRASSES.dbf,< 200 m
153534,153534,Posidonia oceanica,1,NA,SEAGRASSES.dbf,< 200 m
173366,173366,Phyllospadix serrulatus,1,NA,SEAGRASSES.dbf,< 200 m
173346,173346,Thalassia testudinum,1,NA,SEAGRASSES.dbf,< 200 m
173348,173348,Zostera japonica,1,NA,SEAGRASSES.dbf,< 200 m
173329,173329,Halodule beaudettei,1,NA,SEAGRASSES.dbf,< 200 m
173354,173354,Zostera tasmanica,1,NA,SEAGRASSES.dbf,< 200 m
173337,173337,Halophila engelmanni,1,NA,SEAGRASSES.dbf,< 200 m
173360,173360,Amphibolis griffithii,1,NA,SEAGRASSES.dbf,< 200 m
173340,173340,Cymodocea angustata,1,NA,SEAGRASSES.dbf,< 200 m
173365,173365,Halophila capricorni,1,NA,SEAGRASSES.dbf,< 200 m
173372,173372,Halodule wrightii,1,NA,SEAGRASSES.dbf,< 200 m
173339,173339,Zostera asiatica,1,NA,SEAGRASSES.dbf,< 200 m
173341,173341,Phyllospadix japonicus,1,NA,SEAGRASSES.dbf,< 200 m
173368,173368,Halophila ovata,1,NA,SEAGRASSES.dbf,< 200 m
173351,173351,Ruppia megacarpa,1,NA,SEAGRASSES.dbf,< 200 m
173369,173369,Posidonia coriacea,1,NA,SEAGRASSES.dbf,< 200 m
173353,173353,Lepilaena australis,1,NA,SEAGRASSES.dbf,< 200 m
173378,173378,Syringodium filiforme,1,NA,SEAGRASSES.dbf,< 200 m
173324,173324,Halophila johnsonii,1,NA,SEAGRASSES.dbf,< 200 m
173362,173362,Ruppia filifolia,1,NA,SEAGRASSES.dbf,< 200 m
173322,173322,Zostera chilensis,1,NA,SEAGRASSES.dbf,< 200 m
173352,173352,Halophila decipiens,1,NA,SEAGRASSES.dbf,< 200 m
153535,153535,Cymodocea nodosa,1,NA,SEAGRASSES.dbf,< 200 m
173331,173331,Enhalus acoroides,1,NA,SEAGRASSES.dbf,< 200 m
173335,173335,Zostera caulescens,1,NA,SEAGRASSES.dbf,< 200 m
173327,173327,Halodule pinifolia,1,NA,SEAGRASSES.dbf,< 200 m
173380,173380,Zostera polychlamys,1,NA,SEAGRASSES.dbf,< 200 m
173381,173381,Halophila nipponica,1,NA,SEAGRASSES.dbf,< 200 m
173342,173342,Halophila beccarii,1,NA,SEAGRASSES.dbf,< 200 m
164508,164508,Ruppia maritima,2,NA,SEAGRASSES.dbf,< 200 m
173355,173355,Zostera nigricaulis,1,NA,SEAGRASSES.dbf,< 200 m
173382,173382,Halophila baillonii,1,NA,SEAGRASSES.dbf,< 200 m
173359,173359,Lepilaena marina,1,NA,SEAGRASSES.dbf,< 200 m
173357,173357,Zostera caespitosa,1,NA,SEAGRASSES.dbf,< 200 m
173363,173363,Cymodocea rotundata,1,NA,SEAGRASSES.dbf,< 200 m
173383,173383,Thalassodendron pachyrhizum,1,NA,SEAGRASSES.dbf,< 200 m
173321,173321,Posidonia kirkmanii,1,NA,SEAGRASSES.dbf,< 200 m
173343,173343,Halophila spinulosa,1,NA,SEAGRASSES.dbf,< 200 m
173384,173384,Zostera muelleri,1,NA,SEAGRASSES.dbf,< 200 m
173319,173319,Halophila stipulacea,1,NA,SEAGRASSES.dbf,< 200 m
173370,173370,Zostera capensis,1,NA,SEAGRASSES.dbf,< 200 m
173345,173345,Zostera geojeensis,1,NA,SEAGRASSES.dbf,< 200 m
173379,173379,Posidonia ostenfeldii,1,NA,SEAGRASSES.dbf,< 200 m
173325,173325,Halophila euphlebia,1,NA,SEAGRASSES.dbf,< 200 m
173332,173332,Syringodium isoetifolium,1,NA,SEAGRASSES.dbf,< 200 m
173338,173338,Halophila hawaiiana,1,NA,SEAGRASSES.dbf,< 200 m
173328,173328,Halodule uninervis,1,NA,SEAGRASSES.dbf,< 200 m
153538,153538,Zostera marina,1,NA,SEAGRASSES.dbf,< 200 m
173320,173320,Phyllospadix torreyi,1,NA,SEAGRASSES.dbf,< 200 m
173358,173358,Cymodocea serrulata,1,NA,SEAGRASSES.dbf,< 200 m
173371,173371,Halophila australis,1,NA,SEAGRASSES.dbf,< 200 m
173376,173376,Halophila minor,1,NA,SEAGRASSES.dbf,< 200 m
173326,173326,Halophila sulawesii,1,NA,SEAGRASSES.dbf,< 200 m
173349,173349,Posidonia sinuosa,1,NA,SEAGRASSES.dbf,< 200 m
173364,173364,Thalassia hemprichii,1,NA,SEAGRASSES.dbf,< 200 m
173344,173344,Phyllospadix iwatensis,1,NA,SEAGRASSES.dbf,< 200 m
173347,173347,Halodule emarginata,1,NA,SEAGRASSES.dbf,< 200 m
173361,173361,Zostera noltii,1,NA,SEAGRASSES.dbf,< 200 m
173373,173373,Zostera pacifica,1,NA,SEAGRASSES.dbf,< 200 m
173350,173350,Posidonia denhartogii,1,NA,SEAGRASSES.dbf,< 200 m
173333,173333,Posidonia australis,1,NA,SEAGRASSES.dbf,< 200 m
173374,173374,Halodule bermudensis,1,NA,SEAGRASSES.dbf,< 200 m
173367,173367,Phyllospadix scouleri,1,NA,SEAGRASSES.dbf,< 200 m
173356,173356,Amphibolis antarctica,1,NA,SEAGRASSES.dbf,< 200 m
173334,173334,Halodule ciliata,1,NA,SEAGRASSES.dbf,< 200 m
164280,164280,Ruppia cirrhosa,2,NA,SEAGRASSES.dbf,< 200 m
169015,169015,Halophila ovalis,1,NA,SEAGRASSES.dbf,< 200 m
173336,173336,Posidonia angustifolia,1,NA,SEAGRASSES.dbf,< 200 m
176714,176714,Aipysurus foliosquama,1,NA,SEASNAKES.dbf,< 200 m
176765,176765,Hydrophis gracilis,1,NA,SEASNAKES.dbf,< 200 m
176726,176726,Hydrophis cyanocinctus,1,NA,SEASNAKES.dbf,< 200 m
176760,176760,Aipysurus tenuis,1,NA,SEASNAKES.dbf,< 200 m
176723,176723,Hydrophis torquatus,1,NA,SEASNAKES.dbf,< 200 m
176750,176750,Laticauda colubrina,1,NA,SEASNAKES.dbf,< 200 m
176715,176715,Hydrophis caerulescens,1,NA,SEASNAKES.dbf,< 200 m
176734,176734,Hydrophis elegans,1,NA,SEASNAKES.dbf,< 200 m
176730,176730,Hydrophis czeblukovi,1,NA,SEASNAKES.dbf,< 200 m
176737,176737,Hydrophis ornatus,1,NA,SEASNAKES.dbf,< 200 m
176711,176711,Thalassophina viperina,1,NA,SEASNAKES.dbf,< 200 m
176735,176735,Hydrophis atriceps,1,NA,SEASNAKES.dbf,< 200 m
176712,176712,Hydrophis pacificus,1,NA,SEASNAKES.dbf,< 200 m
176763,176763,Aipysurus fuscus,1,NA,SEASNAKES.dbf,< 200 m
176717,176717,Hydrophis spiralis,1,NA,SEASNAKES.dbf,< 200 m
176743,176743,Hydrophis coggeri,1,NA,SEASNAKES.dbf,< 200 m
176728,176728,Hydrophis bituberculatus,1,NA,SEASNAKES.dbf,< 200 m
176727,176727,Hydrophis ocellatus,1,NA,SEASNAKES.dbf,< 200 m
176748,176748,Aipysurus duboisii,1,NA,SEASNAKES.dbf,< 200 m
176756,176756,Acalyptophis peronii,1,NA,SEASNAKES.dbf,< 200 m
176746,176746,Lapemis curtus,1,NA,SEASNAKES.dbf,< 200 m
176757,176757,Aipysurus eydouxii,1,NA,SEASNAKES.dbf,< 200 m
176708,176708,Astrotia stokesii,1,NA,SEASNAKES.dbf,< 200 m
176753,176753,Hydrophis klossi,1,NA,SEASNAKES.dbf,< 200 m
176731,176731,Kolpophis annandalei,1,NA,SEASNAKES.dbf,< 200 m
176706,176706,Emydocephalus ijimae,1,NA,SEASNAKES.dbf,< 200 m
176721,176721,Laticauda semifasciata,1,NA,SEASNAKES.dbf,< 200 m
176762,176762,Hydrophis melanocephalus,1,NA,SEASNAKES.dbf,< 200 m
176761,176761,Hydrophis kingii,1,NA,SEASNAKES.dbf,< 200 m
176744,176744,Hydrophis fasciatus,1,NA,SEASNAKES.dbf,< 200 m
176752,176752,Hydrophis obscurus,1,NA,SEASNAKES.dbf,< 200 m
176704,176704,Aipysurus laevis,1,NA,SEASNAKES.dbf,< 200 m
176722,176722,Hydrophis nigrocinctus,1,NA,SEASNAKES.dbf,< 200 m
176725,176725,Laticauda saintgironsi,1,NA,SEASNAKES.dbf,< 200 m
176733,176733,Hydrophis stricticollis,1,NA,SEASNAKES.dbf,< 200 m
176724,176724,Hydrophis mamillaris,1,NA,SEASNAKES.dbf,< 200 m
176751,176751,Hydrophis belcheri,1,NA,SEASNAKES.dbf,< 200 m
176767,176767,Kerilia jerdoni,1,NA,SEASNAKES.dbf,< 200 m
176771,176771,Laticauda laticaudata,1,NA,SEASNAKES.dbf,< 200 m
176740,176740,Laticauda schistorhynchus,1,NA,SEASNAKES.dbf,< 200 m
176720,176720,Emydocephalus annulatus,1,NA,SEASNAKES.dbf,< 200 m
176741,176741,Hydrophis lapemoides,1,NA,SEASNAKES.dbf,< 200 m
176766,176766,Hydrelaps darwiniensis,1,NA,SEASNAKES.dbf,< 200 m
176716,176716,Enhydrina zweifeli,1,NA,SEASNAKES.dbf,< 200 m
176736,176736,Laticauda frontalis,1,NA,SEASNAKES.dbf,< 20 m
176713,176713,Hydrophis cantoris,1,NA,SEASNAKES.dbf,< 200 m
176755,176755,Ephalophis greyae,1,NA,SEASNAKES.dbf,< 200 m
176754,176754,Hydrophis lamberti,1,NA,SEASNAKES.dbf,< 200 m
176759,176759,Hydrophis melanosoma,1,NA,SEASNAKES.dbf,< 200 m
176719,176719,Enhydrina schistosa,1,NA,SEASNAKES.dbf,< 200 m
176768,176768,Hydrophis vorisi,1,NA,SEASNAKES.dbf,< 200 m
176770,176770,Aipysurus apraefrontalis,1,NA,SEASNAKES.dbf,< 200 m
176772,176772,Parahydrophis mertoni,1,NA,SEASNAKES.dbf,< 20 m
176729,176729,Hydrophis major,1,NA,SEASNAKES.dbf,< 200 m
176745,176745,Hydrophis macdowelli,1,NA,SEASNAKES.dbf,< 200 m
154818,154818,Acanthurus gahhm,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
155120,155120,Naso vlamingii,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178020,178020,Naso maculatus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178021,178021,Prionurus biafraensis,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178025,178025,Prionurus maculatus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177969,177969,Acanthurus nigricans,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177959,177959,Acanthurus fowleri,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178014,178014,Ctenochaetus hawaiiensis,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178015,178015,Zebrasoma flavescens,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177970,177970,Naso unicornis,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177971,177971,Acanthurus blochii,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177972,177972,Paracanthurus hepatus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177961,177961,Acanthurus nubilus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177975,177975,Naso minor,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177976,177976,Acanthurus reversus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177981,177981,Acanthurus dussumieri,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177982,177982,Acanthurus chirurgus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178019,178019,Acanthurus nigrofuscus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177962,177962,Naso fageni,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177973,177973,Zebrasoma gemmatum,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177960,177960,Acanthurus achilles,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177963,177963,Naso mcdadei,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177964,177964,Ctenochaetus marginatus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177965,177965,Acanthurus triostegus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177974,177974,Acanthurus auranticavus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177977,177977,Acanthurus japonicus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177978,177978,Acanthurus bariene,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177979,177979,Naso lopezi,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177980,177980,Naso thynnoides,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177983,177983,Naso brachycentron,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177984,177984,Acanthurus polyzona,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177985,177985,Acanthurus bahianus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177986,177986,Ctenochaetus tominiensis,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177987,177987,Acanthurus sohal,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177988,177988,Naso annulatus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177989,177989,Acanthurus xanthopterus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178016,178016,Prionurus microlepidotus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178017,178017,Acanthurus nigricauda,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178018,178018,Ctenochaetus flavicauda,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178022,178022,Acanthurus pyroferus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178023,178023,Acanthurus monroviae,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
178024,178024,Zebrasoma desjardinii,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177966,177966,Acanthurus chronixis,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177967,177967,Acanthurus mata,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177968,177968,Naso caeruleacauda,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177949,177949,Ctenochaetus strigosus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177950,177950,Naso lituratus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177951,177951,Naso tonganus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177952,177952,Prionurus scalprum,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177953,177953,Acanthurus coeruleus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177954,177954,Naso reticulatus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177955,177955,Ctenochaetus binotatus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177956,177956,Prionurus chrysurus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177957,177957,Acanthurus maculiceps,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177958,177958,Ctenochaetus cyanocheilus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177990,177990,Naso brevirostris,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177991,177991,Acanthurus olivaceus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177992,177992,Ctenochaetus truncatus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177993,177993,Acanthurus lineatus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177994,177994,Acanthurus leucocheilus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177995,177995,Acanthurus guttatus,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177997,177997,Acanthurus tennentii,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177998,177998,Acanthurus tristis,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
177999,177999,Acanthurus nigroris,1,NA,SURGEONFISH_TANGS_UNICORNFISH.dbf,< 200 m
