iucn_sid,dbf_file,sciname,main_common_name,cat,cat_score,published_year,iucn_version
47144466,COMBTOOTHBLENNIES.dbf,Malacoctenus versicolor,Barfin Blenny,LC,0,2014,2018-1
47144528,COMBTOOTHBLENNIES.dbf,Paraclinus barbatus,Goatee Blenny,LC,0,2014,2018-1
47144544,COMBTOOTHBLENNIES.dbf,Paraclinus grandicomis,Horned Blenny,LC,0,2014,2018-1
47144580,COMBTOOTHBLENNIES.dbf,Paraclinus infrons,Bald Blenny,LC,0,2014,2018-1
47144628,COMBTOOTHBLENNIES.dbf,Paraclinus naeorhegmis,Surf Blenny,LC,0,2014,2018-1
47144698,COMBTOOTHBLENNIES.dbf,Starksia culebrae,Culebra Blenny,LC,0,2014,2018-1
47144741,COMBTOOTHBLENNIES.dbf,Starksia elongata,Elongate Blenny,LC,0,2014,2018-1
47144879,COMBTOOTHBLENNIES.dbf,Starksia fasciata,Blackbar Blenny,LC,0,2014,2018-1
47144896,COMBTOOTHBLENNIES.dbf,Starksia hassi,Ringed Blenny,LC,0,2014,2018-1
47144901,COMBTOOTHBLENNIES.dbf,Starksia melasma,Black Spot Blenny,LC,0,2014,2018-1
47144911,COMBTOOTHBLENNIES.dbf,Starksia nanodes,Dwarf Blenny,LC,0,2014,2018-1
47144922,COMBTOOTHBLENNIES.dbf,Starksia occidentalis,Occidental Blenny,LC,0,2014,2018-1
47144957,COMBTOOTHBLENNIES.dbf,Starksia rava,Tawny Blenny,LC,0,2015,2018-1
47144987,COMBTOOTHBLENNIES.dbf,Starksia sella,Darksaddle Blenny,DD,NA,2014,2018-1
47144995,COMBTOOTHBLENNIES.dbf,Starksia smithvanizi,Brokenbar Blenny,LC,0,2014,2018-1
47144999,COMBTOOTHBLENNIES.dbf,Starksia variabilis,Variable Blenny,DD,NA,2014,2018-1
47145002,COMBTOOTHBLENNIES.dbf,Starksia y-lineata,Forked Bar Blenny,DD,NA,2014,2018-1
47145520,NA,Neobythites multiocellatus,Ocellated Brotula,LC,0,2015,2018-1
47145548,NA,Opistognathus megalepis,Largescale Jawfish,LC,0,2015,2018-1
47145580,NA,Opistognathus melachasme,Megamouth Jawfish,LC,0,2015,2018-1
47145611,NA,Opistognathus leprocarus,Scalecheek Jawfish,LC,0,2015,2018-1
47145752,NA,Urophycis earllii,Carolina Hake,LC,0,2015,2018-1
47145793,NA,Urophycis floridana,Southern Codling,LC,0,2015,2018-1
47145877,NA,Urophycis regia,Spotted Codling,LC,0,2015,2018-1
47146393,NA,Ctenosciaena gracilicirrhus,Barbel Drum,LC,0,2015,2018-1
47147457,NA,Cynoscion jamaicensis,Jamaican Weakfish,LC,0,2015,2018-1
47147468,NA,Cynoscion leiarchus,Smooth Weakfish,LC,0,2015,2018-1
47147556,NA,Cynoscion microlepidotus,Smallscale Weakfish,LC,0,2015,2018-1
47147574,NA,Cynoscion nothus,Silver Seatrout,LC,0,2015,2018-1
47147582,NA,Cynoscion similis,Tonkin Weakfish,LC,0,2015,2018-1
47147616,NA,Cynoscion steindachneri,Smalltooth Weakfish,LC,0,2015,2018-1
47147660,NA,Cynoscion virescens,Green Weakfish,LC,0,2015,2018-1
47147702,NA,Isopisthus parvipinnis,Bigtooth Corvina,LC,0,2015,2018-1
47147749,NA,Larimus fasciatus,Banded Drum,LC,0,2015,2018-1
47147840,NA,Lonchurus elegans,Blackfin Croaker,DD,NA,2015,2018-1
47147979,NA,Lonchurus lanceolatus,Longtail Croaker,LC,0,2015,2018-1
47148013,NA,Nebris microps,Smalleye Croaker,LC,0,2015,2018-1
47148202,NA,Ophioscion punctatissimus,Spotted Croaker,LC,0,2015,2018-1
47148229,NA,Pareques acuminatus,High-hat,LC,0,2015,2018-1
47148543,NA,Pareques umbrosus,Cubbyu,LC,0,2015,2018-1
47148847,NA,Protosciaena trewavasae,New Grenada Drum,LC,0,2015,2018-1
47148940,NA,Stellifer chaoi,Chao Stardrum,LC,0,2015,2018-1
47148944,NA,Stellifer griseus,Gray Stardrum,LC,0,2015,2018-1
47149007,NA,Stellifer microps,Smalleye Stardrum,LC,0,2015,2018-1
47149037,NA,Stellifer naso,Naso Stardrum,LC,0,2015,2018-1
47149087,NA,Stellifer rastrifer,Rake Stardrum,LC,0,2015,2018-1
47149357,NA,Stellifer stellifer,Little Croaker,DD,NA,2015,2018-1
47149427,NA,Stellifer venezuelae,Venezuelan Stardrum,LC,0,2015,2018-1
47149594,NA,Umbrina milliae,Miller Drum,LC,0,2015,2018-1
47149690,NA,Hypoplectrus castroaguirrei,Veracruz White Hamlet,EN,0.6,2015,2018-1
47149703,NA,Hypoplectrus maculiferus,Bicolored Hamlet,DD,NA,2015,2018-1
47149747,NA,Serranus maytagi,Pallid Bass,LC,0,2015,2018-1
47149866,NA,Hypoplectrus ecosur,Contoy Hamlet,DD,NA,2015,2018-1
47149869,NA,Hypoplectrus floridae,Florida Barred Hamlet,LC,0,2015,2018-1
47149895,NA,Symphysanodon octoactinus,Fat Slope Bass,LC,0,2015,2018-1
47150056,NA,Bryx dunckeri,American Pugnose Pipefish,LC,0,2015,2018-1
47150210,NA,Bryx randalli,Ocellated Pipefish,LC,0,2015,2018-1
47150446,NA,Cosmocampus hildebrandi,American Dwarf Pipefish,LC,0,2015,2018-1
47150568,NA,Minyichthys inusitatus,West Atlantic Pipefish,DD,NA,2015,2018-1
47150895,NA,Penetopteryx nanus,Worm Pipefish,LC,0,2015,2018-1
47153711,NA,Syngnathus caribbaeus,Caribbean Pipefish,LC,0,2015,2018-1
47153728,NA,Syngnathus dawsoni,Chain Pearlfish,DD,NA,2015,2018-1
47153773,NA,Syngnathus fuscus,Northern Pipefish,LC,0,2015,2018-1
47153782,NA,Syngnathus makaxi,Makax's Pipefish,DD,NA,2015,2018-1
47153791,NA,Syngnathus springeri,Bull Pipefish,LC,0,2015,2018-1
47153800,NA,Astroscopus guttatus,Northern Stargazer,LC,0,2015,2018-1
47164926,aulopiformes.dbf,Coccorella atlantica,NA,LC,0,2015,2018-1
47165067,myctophiformes.dbf,Diaphus luetkeni,Lutkens lanternfish,LC,0,2015,2018-1
47165099,stomiiformes.dbf,Eustomias arborifer,NA,LC,0,2015,2018-1
47165104,stomiiformes.dbf,Eustomias bibulbosus,NA,LC,0,2015,2018-1
47165158,stomiiformes.dbf,Eustomias bigelowi,NA,LC,0,2015,2018-1
47165317,stomiiformes.dbf,Eustomias longibarba,NA,LC,0,2015,2018-1
47165363,stomiiformes.dbf,Eustomias macrurus,Scaleless Dragonfish,LC,0,2015,2018-1
47165472,NA,Photonectes parvimanus,NA,LC,0,2015,2018-1
47165490,NA,Photostomias goodyeari,NA,LC,0,2015,2018-1
47165538,NA,Sudis atrox,Fierce Pike Smelt,LC,0,2015,2018-1
47166619,SEABREAMS_PORGIES.dbf,Acanthopagrus morrisoni,Western Yellowfin Bream,LC,0,2014,2018-1
47166659,SEABREAMS_PORGIES.dbf,Acanthopagrus arabicus,Arabian Yellowfin Seabream,LC,0,2014,2018-1
47166662,SEABREAMS_PORGIES.dbf,Acanthopagrus sheim,Spotted Yellowfin Seabream,LC,0,2014,2018-1
47259883,COMBTOOTHBLENNIES.dbf,Haptoclinus dropi,Four-fin Blenny,DD,NA,2014,2018-1
47260360,SEABREAMS_PORGIES.dbf,Rhabdosargus niger,NA,DD,NA,2014,2018-1
47269831,NA,Eviota dorsogilva,Creamback Dwarfgoby,LC,0,2016,2018-1
47269908,NA,Trimma cheni,Face-stripe Pygmy Goby,LC,0,2016,2018-1
47270035,NA,Trimma haimassum,Blood-spot Pygmy Goby,LC,0,2016,2018-1
47385652,SEABREAMS_PORGIES.dbf,Acanthopagrus pacificus,Pikey Bream,LC,0,2014,2018-1
47400952,COMBTOOTHBLENNIES.dbf,Adelotremus leptus,NA,DD,NA,2014,2018-1
47401609,COMBTOOTHBLENNIES.dbf,Alloblennius frondiculus,NA,DD,NA,2014,2018-1
47402970,NA,Eviota atriventris,Blackbelly Dwarfgoby,LC,0,2016,2018-1
47402974,NA,Eviota fallax,Twin Dwarfgoby,LC,0,2016,2018-1
47402978,NA,Eviota jewettae,Jewett's Dwarfgoby,LC,0,2016,2018-1
47403067,NA,Eviota pinocchioi,Pinocchio Dwarfgoby,LC,0,2016,2018-1
47406921,NA,Lutjanus papuensis,NA,DD,NA,2016,2018-1
47407717,NA,Upeneus vanuatu,Vanuatu Goatfish,DD,NA,2016,2018-1
47407760,PUFFERFISH.dbf,Canthigaster criobe,NA,DD,NA,2014,2018-1
47407786,CHONDRICHTHYES.dbf,Maculabatis randalli,Arabian Banded Whipray,LC,0,2017,2018-1
47728602,NA,Hippocampus colemani,Coleman's Pygmy Seahorse,DD,NA,2017,2018-1
47728610,NA,Hippocampus debelius,Softcoral Seahorse,DD,NA,2017,2018-1
47728648,NA,Hippocampus pusillus,Dwarf Thorny Seahorse,DD,NA,2017,2018-1
47728650,NA,Hippocampus tyro,NA,DD,NA,2017,2018-1
47735321,NA,Hippocampus jugumus,Collared Seahorse,DD,NA,2017,2018-1
48319933,COMBTOOTHBLENNIES.dbf,Alloblennius anuchalis,NA,LC,0,2014,2018-1
48320326,COMBTOOTHBLENNIES.dbf,Alloblennius jugularis,Jugular Blenny,LC,0,2014,2018-1
48320397,COMBTOOTHBLENNIES.dbf,Alloblennius parvus,Dwarf Blenny,LC,0,2014,2018-1
48320496,COMBTOOTHBLENNIES.dbf,Alloblennius pictus,NA,LC,0,2014,2018-1
48321090,COMBTOOTHBLENNIES.dbf,Alticus arnoldorum,Leaping Rockskipper,LC,0,2014,2018-1
48321143,COMBTOOTHBLENNIES.dbf,Alticus magnusi,NA,LC,0,2014,2018-1
48321151,COMBTOOTHBLENNIES.dbf,Alticus monochrus,NA,LC,0,2014,2018-1
48321164,COMBTOOTHBLENNIES.dbf,Alticus montanoi,NA,LC,0,2014,2018-1
48321178,COMBTOOTHBLENNIES.dbf,Alticus orientalis,NA,LC,0,2014,2018-1
48321187,COMBTOOTHBLENNIES.dbf,Alticus saliens,Leaping Blenny,DD,NA,2014,2018-1
48321442,COMBTOOTHBLENNIES.dbf,Alticus sertatus,NA,LC,0,2014,2018-1
48321557,COMBTOOTHBLENNIES.dbf,Alticus simplicirrus,Marquesan Rockskipper,LC,0,2014,2018-1
48342089,COMBTOOTHBLENNIES.dbf,Cirripectes obscurus,Gargantuan Blenny,LC,0,2014,2018-1
48342092,COMBTOOTHBLENNIES.dbf,Andamia amphibius,NA,LC,0,2014,2018-1
48342093,COMBTOOTHBLENNIES.dbf,Meiacanthus atrodorsalis,Eye-lash Harptail-Blenny,LC,0,2014,2018-1
48342097,COMBTOOTHBLENNIES.dbf,Plagiotremus ewaensis,Blue-stripe Blenny,LC,0,2014,2018-1
48342099,COMBTOOTHBLENNIES.dbf,Meiacanthus tongaensis,NA,LC,0,2014,2018-1
48342100,COMBTOOTHBLENNIES.dbf,Entomacrodus lighti,NA,LC,0,2014,2018-1
48342101,COMBTOOTHBLENNIES.dbf,Ecsenius ops,Yellow-eye Combtooth-Blenny,LC,0,2014,2018-1
48342103,COMBTOOTHBLENNIES.dbf,Cirripectes randalli,NA,LC,0,2014,2018-1
48342104,COMBTOOTHBLENNIES.dbf,Meiacanthus abruptus,NA,VU,0.4,2017,2018-1
48342105,COMBTOOTHBLENNIES.dbf,Cirripectes auritus,Blackflap Blenny,LC,0,2014,2018-1
48342108,COMBTOOTHBLENNIES.dbf,Omobranchus aurosplendidus,NA,VU,0.4,2014,2018-1
48342109,COMBTOOTHBLENNIES.dbf,Parablennius cornutus,Horned Blenny,LC,0,2014,2018-1
48342111,COMBTOOTHBLENNIES.dbf,Salarias fasciatus,Banded Jewelled-Blenny,LC,0,2014,2018-1
48342115,COMBTOOTHBLENNIES.dbf,Blenniella chrysospilos,Orange-spotted Blenny,LC,0,2014,2018-1
48342117,COMBTOOTHBLENNIES.dbf,Cirripectes fuscoguttatus,Dusky Spotted Blenny,LC,0,2014,2018-1
48342119,COMBTOOTHBLENNIES.dbf,Omobranchus fasciolatoceps,NA,LC,0,2014,2018-1
48342120,COMBTOOTHBLENNIES.dbf,Oman ypsilon,Oman Blenny,VU,0.4,2014,2018-1
48342122,COMBTOOTHBLENNIES.dbf,Praealticus triangulus,NA,LC,0,2014,2018-1
48342123,COMBTOOTHBLENNIES.dbf,Ecsenius polystictus,Andaman Combtooth-Blenny,LC,0,2014,2018-1
48342125,COMBTOOTHBLENNIES.dbf,Blenniella leopardus,NA,LC,0,2014,2018-1
48342126,COMBTOOTHBLENNIES.dbf,Blenniella paula,Blue-dashed Rockskipper,LC,0,2014,2018-1
48342128,COMBTOOTHBLENNIES.dbf,Salarias nigrocinctus,NA,LC,0,2014,2018-1
48342129,COMBTOOTHBLENNIES.dbf,Entomacrodus randalli,NA,LC,0,2014,2018-1
48342130,COMBTOOTHBLENNIES.dbf,Salarias guttatus,Blue-spot Blenny,LC,0,2014,2018-1
48342133,COMBTOOTHBLENNIES.dbf,Istiblennius flaviumbrinus,NA,LC,0,2014,2018-1
48342134,COMBTOOTHBLENNIES.dbf,Istiblennius bellus,Imspringer,LC,0,2014,2018-1
48342137,COMBTOOTHBLENNIES.dbf,Exallias brevis,Leopard Blenny,LC,0,2014,2018-1
48342141,COMBTOOTHBLENNIES.dbf,Omobranchus steinitzi,NA,DD,NA,2014,2018-1
48342142,COMBTOOTHBLENNIES.dbf,Omobranchus loxozonus,NA,LC,0,2014,2018-1
48342143,COMBTOOTHBLENNIES.dbf,Rhabdoblennius papuensis,NA,DD,NA,2014,2018-1
48342144,COMBTOOTHBLENNIES.dbf,Entomacrodus strasburgi,NA,LC,0,2014,2018-1
48342145,COMBTOOTHBLENNIES.dbf,Ecsenius pictus,Pictus Blenny,LC,0,2014,2018-1
48342148,COMBTOOTHBLENNIES.dbf,Enchelyurus brunneolus,NA,LC,0,2014,2018-1
48342149,COMBTOOTHBLENNIES.dbf,Ecsenius dentex,NA,LC,0,2014,2018-1
48342150,COMBTOOTHBLENNIES.dbf,Ecsenius caeruliventris,Bluebelly Blenny,LC,0,2014,2018-1
48342152,COMBTOOTHBLENNIES.dbf,Omobranchus hikkaduwensis,NA,VU,0.4,2014,2018-1
48342153,COMBTOOTHBLENNIES.dbf,Plagiotremus flavus,NA,LC,0,2014,2018-1
48342154,COMBTOOTHBLENNIES.dbf,Meiacanthus grammistes,Striped Poison-fang Blenny,LC,0,2014,2018-1
48342158,COMBTOOTHBLENNIES.dbf,Meiacanthus limbatus,NA,DD,NA,2014,2018-1
48342160,COMBTOOTHBLENNIES.dbf,Enchelyurus ater,Black Blenny,LC,0,2014,2018-1
48342162,COMBTOOTHBLENNIES.dbf,Ecsenius sellifer,Saddle Blenny,LC,0,2014,2018-1
48342164,COMBTOOTHBLENNIES.dbf,Meiacanthus mossambicus,Mozambique Fangblenny,LC,0,2014,2018-1
48342166,COMBTOOTHBLENNIES.dbf,Aspidontus tractus,Mimic Blenny,LC,0,2014,2018-1
48342168,COMBTOOTHBLENNIES.dbf,Omobranchus obliquus,Mangrove Blenny,LC,0,2014,2018-1
48342170,COMBTOOTHBLENNIES.dbf,Ecsenius oculatus,NA,LC,0,2014,2018-1
48342171,COMBTOOTHBLENNIES.dbf,Omobranchus germaini,Germain's Blenny,LC,0,2014,2018-1
48342173,COMBTOOTHBLENNIES.dbf,Ecsenius monoculus,NA,LC,0,2014,2018-1
48342174,COMBTOOTHBLENNIES.dbf,Mimoblennius atrocinctus,Banded Blenny,LC,0,2014,2018-1
48342176,COMBTOOTHBLENNIES.dbf,Entomacrodus rofeni,NA,LC,0,2014,2018-1
48342177,COMBTOOTHBLENNIES.dbf,Entomacrodus marmoratus,NA,LC,0,2014,2018-1
48342178,COMBTOOTHBLENNIES.dbf,Dactyloscopus insulatus,NA,VU,0.4,2014,2018-1
48342179,COMBTOOTHBLENNIES.dbf,Ecsenius shirleyae,NA,LC,0,2014,2018-1
48342180,COMBTOOTHBLENNIES.dbf,Omox lupus,NA,LC,0,2017,2018-1
48342181,COMBTOOTHBLENNIES.dbf,Omobranchus lineolatus,NA,LC,0,2014,2018-1
48342182,COMBTOOTHBLENNIES.dbf,Cirripectes gilberti,NA,LC,0,2014,2018-1
48342183,COMBTOOTHBLENNIES.dbf,Ecsenius bimaculatus,Twin-spot Combtooth-Blenny,LC,0,2014,2018-1
48342185,COMBTOOTHBLENNIES.dbf,Meiacanthus geminatus,NA,LC,0,2014,2018-1
48342186,COMBTOOTHBLENNIES.dbf,Praealticus oortii,NA,LC,0,2014,2018-1
48342187,COMBTOOTHBLENNIES.dbf,Petroscirtes variabilis,Variable Sabretooth Blenny,LC,0,2014,2018-1
48342191,COMBTOOTHBLENNIES.dbf,Petroscirtes fallax,Deceiver Fangblenny,LC,0,2014,2018-1
48342193,COMBTOOTHBLENNIES.dbf,Chalaroderma ocellata,Two-eyed Blenny,LC,0,2014,2018-1
48342195,COMBTOOTHBLENNIES.dbf,Ecsenius fijiensis,NA,LC,0,2014,2018-1
48342196,COMBTOOTHBLENNIES.dbf,Andamia cyclocheilus,NA,DD,NA,2014,2018-1
48342197,COMBTOOTHBLENNIES.dbf,Ecsenius paroculus,NA,LC,0,2014,2018-1
48342198,COMBTOOTHBLENNIES.dbf,Ecsenius collettei,Collete's Blenny,LC,0,2014,2018-1
48342200,COMBTOOTHBLENNIES.dbf,Petroscirtes marginatus,NA,LC,0,2014,2018-1
48342201,COMBTOOTHBLENNIES.dbf,Entomacrodus niuafoouensis,Tattoo-chin Rockskipper,LC,0,2014,2018-1
48342204,COMBTOOTHBLENNIES.dbf,Ecsenius schroederi,Schroeder's Combtooth-Blenny,LC,0,2014,2018-1
48342206,COMBTOOTHBLENNIES.dbf,Ecsenius prooculis,NA,LC,0,2014,2018-1
48342207,COMBTOOTHBLENNIES.dbf,Meiacanthus reticulatus,NA,DD,NA,2014,2018-1
48342208,COMBTOOTHBLENNIES.dbf,Mimoblennius cas,NA,LC,0,2014,2018-1
48342209,COMBTOOTHBLENNIES.dbf,Andamia heteroptera,NA,DD,NA,2014,2018-1
48342210,COMBTOOTHBLENNIES.dbf,Cirripectes stigmaticus,Red-streaked Blenny,LC,0,2014,2018-1
48342213,COMBTOOTHBLENNIES.dbf,Entomacrodus striatus,Blackspotted Rockskipper,LC,0,2014,2018-1
48342217,COMBTOOTHBLENNIES.dbf,Praealticus bilineatus,NA,LC,0,2014,2018-1
48342218,COMBTOOTHBLENNIES.dbf,Parenchelyurus hyena,NA,LC,0,2014,2018-1
48342219,COMBTOOTHBLENNIES.dbf,Blenniella bilitonensis,Lined Rockskipper,LC,0,2014,2018-1
48342221,COMBTOOTHBLENNIES.dbf,Entomacrodus solus,Lonely Blenny,EN,0.6,2014,2018-1
48342223,COMBTOOTHBLENNIES.dbf,Parablennius tasmanianus,Tasmanian Blenny,LC,0,2014,2018-1
48342225,COMBTOOTHBLENNIES.dbf,Petroscirtes breviceps,Short-head Sabretooth Blenny,LC,0,2014,2018-1
48342228,COMBTOOTHBLENNIES.dbf,Entomacrodus corneliae,NA,LC,0,2014,2018-1
48342229,COMBTOOTHBLENNIES.dbf,Praealticus caesius,NA,LC,0,2014,2018-1
48342230,COMBTOOTHBLENNIES.dbf,Ecsenius australianus,Australian Blenny,LC,0,2014,2018-1
48342232,COMBTOOTHBLENNIES.dbf,Enchelyurus flavipes,NA,LC,0,2014,2018-1
48342233,COMBTOOTHBLENNIES.dbf,Andamia pacifica,NA,LC,0,2014,2018-1
48342234,COMBTOOTHBLENNIES.dbf,Ecsenius lubbocki,Lubbock's Combtooth-Blenny,LC,0,2014,2018-1
48342236,COMBTOOTHBLENNIES.dbf,Meiacanthus naevius,NA,VU,0.4,2014,2018-1
48342237,COMBTOOTHBLENNIES.dbf,Ecsenius pardus,NA,LC,0,2014,2018-1
48342238,COMBTOOTHBLENNIES.dbf,Xiphasia matsubarai,Japanese Snake Blenny,LC,0,2014,2018-1
48342240,COMBTOOTHBLENNIES.dbf,Ecsenius bandanus,Banda Clown Blenny,LC,0,2014,2018-1
48342243,COMBTOOTHBLENNIES.dbf,Salarias sibogai,NA,LC,0,2014,2018-1
48342244,COMBTOOTHBLENNIES.dbf,Chalaroderma capito,Looseskin Blenny,LC,0,2014,2018-1
48342246,COMBTOOTHBLENNIES.dbf,Atrosalarias fuscus,Black Blenny,LC,0,2014,2018-1
48342248,COMBTOOTHBLENNIES.dbf,Cirripectes polyzona,Barred Blenny,LC,0,2014,2018-1
48342250,COMBTOOTHBLENNIES.dbf,Ecsenius lividanalis,Blue-head Combtooth-Blenny,LC,0,2014,2018-1
48342252,COMBTOOTHBLENNIES.dbf,Dactyloscopus fallax,NA,LC,0,2014,2018-1
48342253,COMBTOOTHBLENNIES.dbf,Antennablennius velifer,NA,DD,NA,2014,2018-1
48342254,COMBTOOTHBLENNIES.dbf,Meiacanthus luteus,Yellow Fangblenny,LC,0,2014,2018-1
48342256,COMBTOOTHBLENNIES.dbf,Salarias patzneri,Patzner's Blenny,LC,0,2014,2018-1
48342258,COMBTOOTHBLENNIES.dbf,Parablennius cyclops,NA,LC,0,2014,2018-1
48342259,COMBTOOTHBLENNIES.dbf,Antennablennius ceylonensis,NA,LC,0,2014,2018-1
48342260,COMBTOOTHBLENNIES.dbf,Entomacrodus cymatobiotus,Pacific Rockskipper,LC,0,2014,2018-1
48342262,COMBTOOTHBLENNIES.dbf,Ecsenius stictus,Great Barrier Reef Blenny,LC,0,2014,2018-1
48342264,COMBTOOTHBLENNIES.dbf,Meiacanthus vicinus,NA,LC,0,2014,2018-1
48342265,COMBTOOTHBLENNIES.dbf,Entomacrodus thalassinus,Reef Margin Blenny,LC,0,2014,2018-1
48342268,COMBTOOTHBLENNIES.dbf,Malacoctenus polyporosus,NA,LC,0,2014,2018-1
48342269,COMBTOOTHBLENNIES.dbf,Ecsenius stigmatura,Tail-spot Combtooth-Blenny,LC,0,2014,2018-1
48342271,COMBTOOTHBLENNIES.dbf,Istiblennius muelleri,NA,LC,0,2014,2018-1
48342272,COMBTOOTHBLENNIES.dbf,Meiacanthus phaeus,NA,DD,NA,2014,2018-1
48342273,COMBTOOTHBLENNIES.dbf,Praealticus multistriatus,NA,LC,0,2014,2018-1
48342274,COMBTOOTHBLENNIES.dbf,Cirripectes perustus,Flaming Blenny,LC,0,2014,2018-1
48342277,COMBTOOTHBLENNIES.dbf,Cirripectes alboapicalis,NA,LC,0,2014,2018-1
48342278,COMBTOOTHBLENNIES.dbf,Ecsenius bathi,Bath's Comb-tooth,LC,0,2014,2018-1
48342280,COMBTOOTHBLENNIES.dbf,Meiacanthus procne,NA,LC,0,2014,2018-1
48342281,COMBTOOTHBLENNIES.dbf,Istiblennius steindachneri,NA,LC,0,2014,2018-1
48342282,COMBTOOTHBLENNIES.dbf,Parablennius serratolineatus,NA,VU,0.4,2014,2018-1
48342283,COMBTOOTHBLENNIES.dbf,Meiacanthus erdmanni,NA,DD,NA,2014,2018-1
48342284,COMBTOOTHBLENNIES.dbf,Omobranchus smithi,NA,VU,0.4,2014,2018-1
48342285,COMBTOOTHBLENNIES.dbf,Ecsenius gravieri,Red Sea Mimic Blenny,LC,0,2014,2018-1
48342287,COMBTOOTHBLENNIES.dbf,Cirrisalarias bunares,NA,LC,0,2014,2018-1
48342288,COMBTOOTHBLENNIES.dbf,Medusablennius chani,NA,VU,0.4,2014,2018-1
48342289,COMBTOOTHBLENNIES.dbf,Praealticus striatus,NA,LC,0,2014,2018-1
48342290,COMBTOOTHBLENNIES.dbf,Mimoblennius rusi,Rusi Blenny,LC,0,2014,2018-1
48342292,COMBTOOTHBLENNIES.dbf,Stanulus seychellensis,Seychelles Blenny,LC,0,2014,2018-1
48342294,COMBTOOTHBLENNIES.dbf,Meiacanthus cyanopterus,NA,LC,0,2014,2018-1
48342295,COMBTOOTHBLENNIES.dbf,Meiacanthus ditrema,One-striped Poison-fang Blenny,LC,0,2014,2018-1
48342298,COMBTOOTHBLENNIES.dbf,Blenniella cyanostigma,Striped Rockskipper,LC,0,2014,2018-1
48342300,COMBTOOTHBLENNIES.dbf,Petroscirtes thepassii,Thepas' Sabretooth Blenny,LC,0,2014,2018-1
48342303,COMBTOOTHBLENNIES.dbf,Cirripectes chelomatus,Lady Musgrave Blenny,LC,0,2014,2018-1
48342305,COMBTOOTHBLENNIES.dbf,Salarias sexfilum,NA,LC,0,2014,2018-1
48342306,COMBTOOTHBLENNIES.dbf,Cirripectes jenningsi,NA,LC,0,2014,2018-1
48342307,COMBTOOTHBLENNIES.dbf,Ecsenius aequalis,Fourline Blenny,LC,0,2014,2018-1
48342309,COMBTOOTHBLENNIES.dbf,Petroscirtes xestus,Bearded Sabretooth Blenny,LC,0,2014,2018-1
48342312,COMBTOOTHBLENNIES.dbf,Omobranchus elongatus,Chevroned Blenny,LC,0,2014,2018-1
48342314,COMBTOOTHBLENNIES.dbf,Stanulus talboti,Talbot's Blenny,LC,0,2014,2018-1
48342316,COMBTOOTHBLENNIES.dbf,Praealticus tanegasimae,NA,LC,0,2014,2018-1
48342317,COMBTOOTHBLENNIES.dbf,Ecsenius namiyei,Black Combtooth-Blenny,LC,0,2014,2018-1
48342320,COMBTOOTHBLENNIES.dbf,Enchelyurus petersi,NA,LC,0,2014,2018-1
48342321,COMBTOOTHBLENNIES.dbf,Istiblennius lineatus,Black-lined Blenny,LC,0,2014,2018-1
48342325,COMBTOOTHBLENNIES.dbf,Petroscirtes springeri,NA,LC,0,2014,2018-1
48342326,COMBTOOTHBLENNIES.dbf,Entomacrodus sealei,Seale's Blenny,LC,0,2014,2018-1
48342328,COMBTOOTHBLENNIES.dbf,Ecsenius randalli,NA,VU,0.4,2014,2018-1
48342329,COMBTOOTHBLENNIES.dbf,Ecsenius lineatus,Lined Combtooth-Blenny,LC,0,2014,2018-1
48342332,COMBTOOTHBLENNIES.dbf,Omobranchus elegans,NA,LC,0,2014,2018-1
48342333,COMBTOOTHBLENNIES.dbf,Ecsenius midas,Midas Blenny,LC,0,2014,2018-1
48342337,COMBTOOTHBLENNIES.dbf,Istiblennius unicolor,Pallid Rockskipper,LC,0,2014,2018-1
48342339,COMBTOOTHBLENNIES.dbf,Ecsenius tricolor,Derawan Combtooth-Blenny,VU,0.4,2014,2018-1
48342341,COMBTOOTHBLENNIES.dbf,Ecsenius fourmanoiri,NA,LC,0,2014,2018-1
48342342,COMBTOOTHBLENNIES.dbf,Praealticus natalis,Natal Blenny,VU,0.4,2014,2018-1
48342345,COMBTOOTHBLENNIES.dbf,Ecsenius niue,NA,LC,0,2014,2018-1
48342346,COMBTOOTHBLENNIES.dbf,Aspidontus taeniatus,Cleaner Mimic,LC,0,2014,2018-1
48342349,COMBTOOTHBLENNIES.dbf,Ecsenius melarchus,Java Combtooth-Blenny,LC,0,2014,2018-1
48342351,COMBTOOTHBLENNIES.dbf,Malacoctenus mexicanus,NA,LC,0,2014,2018-1
48342352,COMBTOOTHBLENNIES.dbf,Cirripectes imitator,Imitator Blenny,LC,0,2014,2018-1
48342354,COMBTOOTHBLENNIES.dbf,Salarias ramosus,Snowflake Blenny,LC,0,2014,2018-1
48342356,COMBTOOTHBLENNIES.dbf,Entomacrodus lemuria,NA,LC,0,2014,2018-1
48342357,COMBTOOTHBLENNIES.dbf,Mimoblennius lineathorax,NA,VU,0.4,2014,2018-1
48342359,COMBTOOTHBLENNIES.dbf,Salarias segmentatus,Segmented Blenny,LC,0,2014,2018-1
48342362,COMBTOOTHBLENNIES.dbf,Laiphognathus multimaculatus,Spotty Blenny,LC,0,2014,2018-1
48342364,COMBTOOTHBLENNIES.dbf,Ecsenius tigris,Tiger Blenny,VU,0.4,2014,2018-1
48342366,COMBTOOTHBLENNIES.dbf,Plagiotremus tapeinosoma,Piano Fangblenny,LC,0,2014,2018-1
