iucn_sid,habs,max_depth
154636,"9.3, 9.4, 9.5, 9.6",< 200 m
154637,9.5,< 200 m
154638,"10.1, 10.2, 10.3",200 m +
154639,"12.1, 9.2",< 200 m
154640,"12.7, 9.10, 9.4, 9.5, 9.6, 9.9",< 200 m
154641,"NA",unknown
154642,9.1,< 200 m
154643,"12.1, 12.6",< 20 m
154644,"10.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.6",200 m +
154645,"NA",unknown
154646,18,unknown
154647,"NA",unknown
154648,"9.4, 9.5, 9.6",< 200 m
154649,"11.1.2, 9.4, 9.5, 9.6",200 m +
154650,18,unknown
154651,"12.6, 9.2, 9.3, 9.8.6",< 200 m
154652,11.5,deep oceanic
154653,"NA",unknown
154654,"NA",unknown
154655,"12.2, 12.4",< 20 m
154657,"12.1, 12.6, 9.2",< 200 m
154658,9.2,< 200 m
154659,"9.10, 9.4, 9.5, 9.6",< 200 m
154660,"12.2, 9.10, 9.4, 9.5, 9.6",< 200 m
154661,9.1,< 200 m
154662,"12.7, 9.10, 9.5, 9.6",< 200 m
154663,"10.2, 10.3",200 m +
154664,"18, 9.1",< 200 m
154665,"10.1, 10.2",200 m +
154666,10.2,200 m +
154667,"10.1, 9.1",200 m +
154668,"10.2, 10.3",200 m +
154669,"12.7, 9.10",< 200 m
154670,"9.7, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
154671,"NA",unknown
154672,11.1.2,deep oceanic
154673,11.1.2,deep oceanic
154674,"10.2, 10.3",200 m +
154675,"18, 9.1",< 200 m
154676,"9.8.1, 9.8.3, 9.8.4",< 200 m
154677,"9.8.3, 9.8.4",< 200 m
154678,"NA",unknown
154679,"10.2, 10.3",200 m +
154680,"9.4, 9.5, 9.6",< 200 m
154681,9.2,< 200 m
154682,"9.3, 9.4, 9.5, 9.6",< 200 m
154683,"9.10, 9.4, 9.5, 9.6",< 200 m
154684,9.2,< 200 m
154685,9.1,< 200 m
154686,"NA",unknown
154687,"9.3, 9.4, 9.5, 9.6, 9.8.6",< 200 m
154688,9.2,< 200 m
154689,"NA",unknown
154690,"9.10, 9.5",< 200 m
154691,9.8.5,< 200 m
154692,"NA",unknown
154693,"10.1, 10.2",200 m +
154694,"12.6, 9.8.6",< 200 m
154695,9.8.3,< 200 m
154696,"NA",unknown
154697,"9.4, 9.8.6, 9.9",< 200 m
154698,"10.2, 10.3",200 m +
154699,"12.7, 9.10",< 200 m
154700,"12.1, 9.2",< 200 m
154701,9.2,< 200 m
154702,11.1.2,deep oceanic
154703,"NA",unknown
154704,9.1,< 200 m
154705,"9.4, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
154706,9.8.3,< 200 m
154707,"9.4, 9.5, 9.6",< 200 m
154708,"9.10, 9.2, 9.3",< 200 m
154709,"12.1, 12.6, 9.2",< 200 m
154710,"18, 9.4",< 200 m
154711,"NA",unknown
154712,"10.1, 9.1",200 m +
154713,"12.6, 9.2, 9.7",< 200 m
154714,"12.7, 9.10, 9.3, 9.4, 9.5, 9.6",< 200 m
154715,"10.1, 10.2",200 m +
154716,9.5,< 200 m
154717,9.1,< 200 m
154718,9.2,< 200 m
154719,9.8.6,< 200 m
154720,"9.2, 9.3, 9.7",< 200 m
154721,"9.2, 9.3, 9.4, 9.5, 9.8.3, 9.8.4, 9.8.6",< 200 m
154722,"9.2, 9.4, 9.5, 9.6",< 200 m
154723,"9.1, 9.10",< 200 m
154724,9.2,< 200 m
154725,"11.1.2, 9.4, 9.5, 9.8.3",200 m +
154726,10.2,200 m +
154727,11.2,deep oceanic
154728,"12.2, 9.1",< 200 m
154729,"10.1, 10.2, 9.1",200 m +
154730,"9.8.3, 9.8.6",< 200 m
154732,9.2,< 200 m
154733,"12.1, 12.6, 9.2",< 200 m
154734,"9.10, 9.2, 9.4, 9.5, 9.6",< 200 m
154735,18,unknown
154736,9.5,< 200 m
154737,"12.7, 9.1, 9.10",< 200 m
154738,"9.8.4, 9.8.5",< 200 m
154739,18,unknown
154740,10.2,200 m +
154741,"9.2, 9.7",< 200 m
154742,9.1,< 200 m
154743,"12.7, 9.1, 9.10",< 200 m
154744,"9.4, 9.5, 9.9",< 200 m
154745,"10.1, 10.2",200 m +
154746,"9.8.4, 9.8.6",< 200 m
154747,"10.1, 10.2, 10.3",200 m +
154748,"11.1.2, 9.1, 9.6",200 m +
154749,9.8.3,< 200 m
154750,"10.1, 10.2, 10.3",200 m +
154751,18,unknown
154752,"9.4, 9.9",< 200 m
154753,"12.1, 12.6",< 20 m
154754,"NA",unknown
154755,9.4,< 200 m
154756,9.8.6,< 200 m
154757,9.4,< 200 m
154758,"9.2, 9.3",< 200 m
154759,"9.1, 9.8.3, 9.8.4",< 200 m
154760,9.8.3,< 200 m
154761,"12.7, 9.1, 9.10",< 200 m
154762,"18, 9.3, 9.4, 9.8.6",< 200 m
154763,9.2,< 200 m
154764,"9.8.5, 9.8.6, 9.9",< 200 m
154765,"9.4, 9.5, 9.6",< 200 m
154766,18,unknown
154767,"9.1, 9.10",< 200 m
154768,18,unknown
154769,"9.4, 9.5",< 200 m
154770,"17, 9.1, 9.8.3",< 200 m
154771,9.1,< 200 m
154772,10.2,200 m +
154773,"10.1, 10.2",200 m +
154774,"12.7, 9.1, 9.10",< 200 m
154775,"9.2, 9.8.1, 9.8.2, 9.8.3",< 200 m
154776,9.1,< 200 m
154777,"12.7, 9.10, 9.5, 9.6",< 200 m
154778,"NA",unknown
154779,9.1,< 200 m
154780,"9.2, 9.7",< 200 m
154781,"NA",unknown
154782,"12.7, 9.10, 9.3, 9.4, 9.5",< 200 m
154783,"9.4, 9.5, 9.6",< 200 m
154784,"9.10, 9.4",< 200 m
154785,"10.1, 10.2, 9.1",200 m +
154786,"9.8.3, 9.8.5",< 200 m
154787,"NA",unknown
154788,"9.8.1, 9.8.3",< 200 m
154789,"10.2, 10.3",200 m +
154790,"11.1.1, 11.1.2, 9.3, 9.4",200 m +
154791,18,unknown
154792,"9.1, 9.10",< 200 m
154793,"12.7, 9.1, 9.4, 9.9",< 200 m
154794,10.3,deep oceanic
154795,"NA",unknown
154796,"12.7, 9.3",< 200 m
154797,11.1.2,deep oceanic
154798,10.3,deep oceanic
154799,"9.2, 9.8.6",< 200 m
154801,"10.2, 10.3",200 m +
154802,"12.7, 9.10, 9.5, 9.6",< 200 m
154803,"10.1, 10.2",200 m +
154804,"9.10, 9.5, 9.6",< 200 m
154805,"12.1, 12.6",< 20 m
154806,"9.4, 9.6",< 200 m
154807,"10.1, 9.1",200 m +
154808,"NA",unknown
154809,"9.2, 9.8.3",< 200 m
154811,"9.2, 9.3",< 200 m
154812,"9.8.3, 9.8.4",< 200 m
154813,"10.3, 11.5",deep oceanic
154814,9.1,< 200 m
154815,10.2,200 m +
154816,10.2,200 m +
154817,"12.1, 12.6, 9.2",< 200 m
154818,"9.8.3, 9.8.4, 9.8.5, 9.8.6",< 200 m
154819,"9.4, 9.8.5",< 200 m
154820,"10.1, 10.2, 10.3",200 m +
154821,10.2,200 m +
154822,9.10,< 200 m
154823,"9.4, 9.8.6",< 200 m
154824,"NA",unknown
154825,"11.1.1, 11.1.2, 9.5",200 m +
154827,"9.4, 9.5, 9.6, 9.8.5, 9.8.6",< 200 m
154828,"9.1, 9.4",< 200 m
154829,"12.1, 12.6",< 20 m
154830,10.2,200 m +
154831,"15.11, 9.2, 9.7",< 200 m
154832,"9.2, 9.8.5",< 200 m
154833,"9.3, 9.4, 9.8.1, 9.8.5, 9.8.6",< 200 m
154834,"12.1, 12.6, 9.2, 9.3, 9.8.1, 9.8.2, 9.8.3, 9.8.6",< 200 m
154835,18,unknown
154836,"9.8.3, 9.8.4, 9.8.5",< 200 m
154837,9.2,< 200 m
154838,"NA",unknown
154840,"9.4, 9.5, 9.6",< 200 m
154841,"9.2, 9.7",< 200 m
154842,"12.1, 9.2",< 200 m
154843,"12.1, 9.3, 9.4",< 200 m
154844,"10.1, 9.1",200 m +
154845,9.1,< 200 m
154846,"12.1, 9.2, 9.4, 9.8.5, 9.8.6",< 200 m
154847,"9.4, 9.5",< 200 m
154848,9.4,< 200 m
154849,"12.6, 9.2, 9.8.1, 9.8.2, 9.8.3",< 200 m
154850,"9.8.3, 9.8.4",< 200 m
154851,"11.5, 9.1, 9.7",200 m +
154852,11.1.2,deep oceanic
154853,9.9,< 200 m
154854,"NA",unknown
154855,"12.7, 9.10",< 200 m
154856,"NA",unknown
154857,12.6,< 20 m
154858,"NA",unknown
154859,"10.1, 10.2, 9.1",200 m +
154860,11.1.2,deep oceanic
154861,"9.8.5, 9.8.6",< 200 m
154862,12.4,< 20 m
154863,"12.7, 9.10, 9.4, 9.5, 9.6",< 200 m
154865,"NA",unknown
154866,"12.3, 12.4, 9.10",< 200 m
154867,"NA",unknown
154868,"9.8.1, 9.8.3, 9.8.5, 9.8.6",< 200 m
154869,10.3,deep oceanic
154870,"12.1, 9.2, 9.4, 9.7",< 200 m
154871,"12.7, 9.10, 9.6",< 200 m
154872,"NA",unknown
154873,"9.10, 9.3, 9.4, 9.5, 9.6",< 200 m
154874,"12.1, 12.3, 9.2, 9.3, 9.4, 9.5, 9.8.6",< 200 m
154875,"12.7, 9.10, 9.4, 9.5, 9.6",< 200 m
154876,9.8.3,< 200 m
154877,"12.2, 9.4",< 200 m
154878,9.8.4,< 200 m
154879,"NA",unknown
154880,"NA",unknown
154881,9.1,< 200 m
154882,"NA",unknown
154883,"9.4, 9.5",< 200 m
154884,"12.1, 9.2",< 200 m
154885,11.5,deep oceanic
154886,"9.10, 9.5, 9.6",< 200 m
154887,"10.1, 10.2",200 m +
154888,"9.8.3, 9.8.4",< 200 m
154889,"NA",unknown
154890,"10.2, 10.3",200 m +
154891,"9.8.3, 9.8.6",< 200 m
154892,"9.10, 9.4, 9.5, 9.6",< 200 m
154893,9.4,< 200 m
154894,"NA",unknown
154895,"9.10, 9.3, 9.4, 9.5, 9.6",< 200 m
154896,"9.4, 9.5, 9.6",< 200 m
154898,"12.7, 9.2, 9.7, 9.9",< 200 m
154899,"9.2, 9.3, 9.4",< 200 m
154900,"11.1.2, 9.4, 9.5, 9.6",200 m +
154901,"9.4, 9.5, 9.6",< 200 m
154903,"NA",unknown
154904,"9.8.3, 9.8.4",< 200 m
154905,"9.1, 9.10, 9.6",< 200 m
154906,9.1,< 200 m
154907,"10.2, 10.3",200 m +
154908,10.3,deep oceanic
154909,"10.1, 10.2",200 m +
154910,"9.8.3, 9.8.4",< 200 m
154911,10.2,200 m +
154912,"NA",unknown
154913,9.9,< 200 m
154914,"12.4, 9.4, 9.5",< 200 m
154915,9.4,< 200 m
154916,10.3,deep oceanic
154917,"12.2, 12.6, 9.10, 9.4, 9.5, 9.9",< 200 m
154918,"NA",unknown
154919,"NA",unknown
154920,9.8.6,< 200 m
154921,"NA",unknown
154922,"NA",unknown
154923,"NA",unknown
154924,11.1.2,deep oceanic
154926,"12.2, 12.3",< 20 m
154927,12.1,< 20 m
154928,9.1,< 200 m
154929,"10.2, 10.3",200 m +
154930,9.6,< 200 m
154931,"9.3, 9.8.3",< 200 m
154932,"9.1, 9.4",< 200 m
154933,"9.2, 9.4, 9.6, 9.7, 9.8.6, 9.9",< 200 m
154934,"12.4, 12.6, 9.6",< 200 m
154935,"12.7, 9.10, 9.4, 9.5, 9.6",< 200 m
154936,11.1.2,deep oceanic
154937,"9.4, 9.6",< 200 m
154938,"12.6, 12.7, 9.4",< 200 m
154939,"9.1, 9.4",< 200 m
154940,9.8.3,< 200 m
154941,18,unknown
154942,"9.10, 9.5, 9.6",< 200 m
154943,"12.1, 12.6, 9.2",< 200 m
154944,"NA",unknown
154945,"9.8.5, 9.8.6",< 200 m
154946,"10.1, 9.1, 9.10",200 m +
154947,"9.2, 9.8.4",< 200 m
154948,"10.2, 10.3, 9.1",200 m +
154949,"NA",unknown
154950,"9.2, 9.9",< 200 m
154951,"12.7, 9.4, 9.8.3, 9.9",< 200 m
154952,"9.2, 9.3, 9.7, 9.8.4, 9.8.6",< 200 m
154953,"9.4, 9.5, 9.6",< 200 m
154954,9.2,< 200 m
154955,9.1,< 200 m
154956,"10.1, 10.2, 9.1",200 m +
154957,"12.6, 9.2",< 200 m
154958,"12.1, 9.2, 9.7, 9.8.1",< 200 m
154959,"NA",unknown
154960,"9.8.1, 9.8.3, 9.8.4",< 200 m
154961,"9.8.5, 9.8.6",< 200 m
154962,11.5,deep oceanic
154963,9.6,< 200 m
154964,9.1,< 200 m
154965,9.9,< 200 m
154966,18,unknown
154967,"12.4, 12.7, 9.8.5, 9.9",< 200 m
154968,9.1,< 200 m
154969,"NA",unknown
154970,"9.2, 9.4",< 200 m
154971,"9.2, 9.8.1, 9.8.3",< 200 m
154972,"12.1, 9.2",< 200 m
154973,"NA",unknown
154974,"9.8.2, 9.8.3",< 200 m
154975,"9.1, 9.10",< 200 m
154976,"12.1, 12.4, 12.6, 12.7, 9.2",< 200 m
154977,"11.1.2, 9.4",200 m +
154978,"9.8.3, 9.8.4",< 200 m
154979,"9.1, 9.10",< 200 m
154980,9.2,< 200 m
154981,"NA",unknown
154982,"12.4, 12.7, 9.5, 9.6",< 200 m
154983,"10.1, 12.5, 9.10, 9.9",200 m +
154984,"NA",unknown
154986,"12.1, 9.2, 9.3",< 200 m
154987,9.2,< 200 m
154988,10.2,200 m +
154989,9.1,< 200 m
154990,9.2,< 200 m
154991,"12.1, 12.6, 9.2, 9.5, 9.9",< 200 m
154992,"11.1.2, 9.4, 9.5, 9.6",200 m +
154993,10.1,200 m +
154994,"10.1, 9.1",200 m +
154995,"10.1, 10.2, 9.1",200 m +
154996,9.8.6,< 200 m
154997,"10.1, 10.2",200 m +
154998,"10.2, 10.3",200 m +
154999,"11.1.1, 9.2",200 m +
155000,"9.4, 9.5, 9.6",< 200 m
155001,"12.2, 9.4, 9.8.3, 9.8.5",< 200 m
155002,"12.1, 9.1",< 200 m
155003,9.1,< 200 m
155004,9.8.5,< 200 m
155005,11.1.2,deep oceanic
155006,"9.4, 9.8.4, 9.8.5, 9.8.6",< 200 m
155007,9.2,< 200 m
155008,9.2,< 200 m
155009,"10.3, 10.4",deep oceanic
155010,"9.2, 9.4, 9.5, 9.8.5, 9.8.6",< 200 m
155011,9.1,< 200 m
155012,10.2,200 m +
155013,"12.3, 12.6, 9.2",< 200 m
155014,"10.1, 9.1",200 m +
155015,10.2,200 m +
155016,"9.3, 9.4",< 200 m
155017,9.2,< 200 m
155018,"9.10, 9.5, 9.6",< 200 m
155019,"12.1, 9.2",< 200 m
155020,"9.1, 9.10",< 200 m
155021,"9.8.3, 9.8.5",< 200 m
155022,"9.4, 9.5, 9.6",< 200 m
155023,"12.2, 9.10, 9.4, 9.5",< 200 m
155024,"9.2, 9.3, 9.4, 9.8.5",< 200 m
155025,"9.2, 9.7",< 200 m
155026,"9.10, 9.2, 9.4, 9.9",< 200 m
155028,9.1,< 200 m
155029,"9.7, 9.8.4, 9.8.6",< 200 m
155030,"11.1.2, 11.5, 9.4",200 m +
155031,9.5,< 200 m
155032,9.8.6,< 200 m
155033,"NA",unknown
155034,9.2,< 200 m
155035,"9.8.3, 9.8.5, 9.8.6",< 200 m
155036,"9.3, 9.4",< 200 m
155037,11.5,deep oceanic
155038,"10.2, 11.1.2",200 m +
155039,"NA",unknown
155040,"9.4, 9.5, 9.6",< 200 m
155041,"9.1, 9.3, 9.8.3",< 200 m
155042,"9.2, 9.8.6",< 200 m
155043,"10.1, 9.1",200 m +
155044,"9.10, 9.4, 9.5",< 200 m
155045,"10.1, 10.2, 11.5",200 m +
155046,"9.8.4, 9.9",< 200 m
155047,9.3,< 200 m
155048,12.6,< 20 m
155049,"9.3, 9.4, 9.5, 9.6",< 200 m
155050,"9.4, 9.8.3, 9.8.5, 9.8.6",< 200 m
155051,"12.7, 9.10, 9.5, 9.6",< 200 m
155052,"9.4, 9.5",< 200 m
155053,"12.1, 9.2, 9.7",< 200 m
155054,"10.1, 10.2, 9.1",200 m +
155055,"10.1, 10.2, 10.3",200 m +
155056,9.1,< 200 m
155057,"11.1.2, 9.4, 9.5, 9.6",200 m +
155058,"9.4, 9.5, 9.6",< 200 m
155059,9.4,< 200 m
155060,18,unknown
155061,"9.8.2, 9.8.3, 9.8.4",< 200 m
155062,18,unknown
155063,"NA",unknown
155064,9.2,< 200 m
155065,"9.2, 9.7",< 200 m
155066,"10.1, 9.4, 9.5",200 m +
155067,9.2,< 200 m
155068,"10.1, 9.1",200 m +
155069,"NA",unknown
155070,10.1,200 m +
155071,9.8.5,< 200 m
155072,9.2,< 200 m
155073,"9.2, 9.8.2",< 200 m
155074,"12.1, 9.2, 9.7",< 200 m
155075,"10.1, 9.1",200 m +
155076,9.2,< 200 m
155077,10.3,deep oceanic
155078,9.1,< 200 m
155079,9.5,< 200 m
155080,"10.1, 12.7, 9.10, 9.8.4",200 m +
155081,9.1,< 200 m
155082,"9.2, 9.3, 9.4, 9.5, 9.6",< 200 m
155083,"9.3, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.6",< 200 m
155084,"10.1, 10.2, 9.1",200 m +
155085,"10.2, 10.3",200 m +
155086,"12.1, 9.2, 9.3",< 200 m
155087,"9.2, 9.3, 9.4",< 200 m
155088,"9.2, 9.4",< 200 m
155089,"9.1, 9.4",< 200 m
155090,"12.7, 9.1, 9.4, 9.5",< 200 m
155091,"9.2, 9.8.3, 9.8.4",< 200 m
155092,"9.4, 9.5, 9.6",< 200 m
155093,"10.2, 10.3",200 m +
155094,"12.1, 12.6",< 20 m
155095,9.2,< 200 m
155096,"10.1, 9.1",200 m +
155097,"9.8.1, 9.8.3, 9.8.4, 9.8.5",< 200 m
155098,9.8.3,< 200 m
155099,"12.4, 9.10",< 200 m
155101,"NA",unknown
155102,"9.8.3, 9.8.4, 9.9",< 200 m
155103,"12.7, 9.10, 9.4, 9.5, 9.6",< 200 m
155104,"10.1, 9.1",200 m +
155105,"10.1, 9.10",200 m +
155106,10.3,deep oceanic
155107,9.2,< 200 m
155108,"12.1, 9.10, 9.2, 9.3",< 200 m
155109,"12.1, 12.6",< 20 m
155110,"9.3, 9.4",< 200 m
155111,"11.1.2, 9.4, 9.5, 9.6",200 m +
155112,"10.1, 10.2",200 m +
155113,9.4,< 200 m
155114,9.8.5,< 200 m
155115,9.4,< 200 m
155116,"12.7, 9.1",< 200 m
155117,10.2,200 m +
155118,"NA",unknown
155119,"9.1, 9.10",< 200 m
155120,"9.8.3, 9.8.4",< 200 m
155121,"12.1, 12.6, 9.2",< 200 m
155122,9.1,< 200 m
155123,"10.1, 9.1",200 m +
155124,"9.3, 9.4, 9.8.5, 9.8.6",< 200 m
155125,9.1,< 200 m
155126,"9.2, 9.8.3",< 200 m
155127,9.8.6,< 200 m
155128,"10.1, 10.2, 11.1.1, 11.1.2, 9.3, 9.4, 9.5, 9.6",200 m +
155129,"9.2, 9.4, 9.6, 9.8.5",< 200 m
155130,"10.1, 9.1",200 m +
155131,"9.4, 9.8.5",< 200 m
155132,"10.1, 10.2, 10.3",200 m +
155133,9.1,< 200 m
155134,9.1,< 200 m
155135,9.4,< 200 m
155136,9.5,< 200 m
155137,"NA",unknown
155138,11.1.1,deep oceanic
155139,18,unknown
155140,9.5,< 200 m
155141,"9.2, 9.6, 9.8.4",< 200 m
155142,11.1.1,deep oceanic
155143,18,unknown
155144,"9.2, 9.8.1",< 200 m
155145,"9.4, 9.5, 9.6",< 200 m
155146,"9.1, 9.8.1, 9.8.3",< 200 m
155147,10.2,200 m +
155148,9.2,< 200 m
155149,11.1.2,deep oceanic
155150,"NA",unknown
155151,9.8.4,< 200 m
155152,"9.2, 9.9",< 200 m
155153,"12.1, 12.6, 9.1, 9.2",< 200 m
155154,"NA",unknown
155155,"9.2, 9.3, 9.4",< 200 m
155156,9.2,< 200 m
155157,9.1,< 200 m
155158,"9.5, 9.6",< 200 m
155159,"9.1, 9.2",< 200 m
155160,"10.1, 10.2",200 m +
155161,"NA",unknown
155162,9.1,< 200 m
155163,"NA",unknown
155164,"12.7, 9.10",< 200 m
155165,"9.4, 9.8.4",< 200 m
155166,9.9,< 200 m
155167,"12.7, 9.10, 9.8.2, 9.9",< 200 m
155169,"NA",unknown
155170,"9.4, 9.5, 9.6",< 200 m
155171,18,unknown
155172,"NA",unknown
155173,"9.3, 9.4, 9.5, 9.6",< 200 m
155174,"15.11, 9.2, 9.3",< 200 m
155175,"18, 9.4, 9.5, 9.6",< 200 m
155176,"9.8.3, 9.8.4",< 200 m
155177,"10.1, 10.2",200 m +
155178,"9.3, 9.4",< 200 m
155179,"9.2, 9.7",< 200 m
155180,9.6,< 200 m
155181,"9.1, 9.10",< 200 m
155182,"9.10, 9.2, 9.3, 9.4, 9.5, 9.6",< 200 m
155183,"9.4, 9.5, 9.6",< 200 m
155184,"NA",unknown
155185,"NA",unknown
155186,"12.6, 9.2, 9.3",< 200 m
155187,"9.4, 9.5, 9.6",< 200 m
155188,"10.1, 9.10",200 m +
155189,"10.2, 10.3",200 m +
155190,"NA",unknown
155191,"10.2, 10.3",200 m +
155192,9.10,< 200 m
155193,"9.2, 9.8.2, 9.8.3, 9.8.4",< 200 m
155194,9.2,< 200 m
155195,10.3,deep oceanic
155196,"9.10, 9.9",< 200 m
155197,"9.1, 9.10",< 200 m
155198,"NA",unknown
155199,"9.4, 9.5, 9.6",< 200 m
155200,"9.2, 9.8.4",< 200 m
155201,"12.7, 9.10",< 200 m
155202,"10.1, 9.10",200 m +
155203,"10.2, 10.3",200 m +
155204,"NA",unknown
155205,"9.2, 9.4",< 200 m
155206,9.6,< 200 m
155207,10.1,200 m +
155208,"9.8.1, 9.8.3",< 200 m
155209,18,unknown
155210,"12.1, 9.10, 9.2",< 200 m
155211,"NA",unknown
155212,"9.7, 9.9",< 200 m
155213,"11.1.2, 9.4, 9.5",200 m +
155214,"12.1, 9.2",< 200 m
155215,"9.4, 9.5",< 200 m
155216,"9.4, 9.5",< 200 m
155218,9.2,< 200 m
155219,"NA",unknown
155220,9.2,< 200 m
155221,"NA",unknown
155222,"10.1, 10.2, 11.5",200 m +
155223,"18, 9.10",< 200 m
155224,9.8.4,< 200 m
155225,"11.1.2, 9.4, 9.5",200 m +
155226,"12.1, 9.3",< 200 m
155227,"NA",unknown
155228,9.1,< 200 m
155229,9.8.3,< 200 m
155230,"NA",unknown
155231,"15.11, 9.10, 9.2, 9.7",< 200 m
155232,10.3,deep oceanic
155233,11.1.2,deep oceanic
155234,"NA",unknown
155235,"12.7, 9.1, 9.10",< 200 m
155236,"9.5, 9.6",< 200 m
155237,"9.8.1, 9.8.2, 9.8.3, 9.8.6",< 200 m
155238,"NA",unknown
155239,"11.1.2, 9.5, 9.6",200 m +
155240,"12.7, 9.1, 9.10",< 200 m
155241,"NA",unknown
155242,"9.1, 9.4, 9.5, 9.6",< 200 m
155243,"9.4, 9.5",< 200 m
155244,"9.4, 9.5, 9.6",< 200 m
155245,"9.10, 9.2, 9.4, 9.5, 9.8.5, 9.8.6",< 200 m
155246,"NA",unknown
155248,"12.1, 9.2, 9.8.1, 9.8.2, 9.8.3",< 200 m
155249,9.2,< 200 m
155250,"11.1.1, 11.1.2, 9.4, 9.5, 9.6",200 m +
155251,9.1,< 200 m
155252,9.8.6,< 200 m
155253,"9.1, 9.8.5",< 200 m
155254,9.1,< 200 m
155255,9.2,< 200 m
155256,11.5,deep oceanic
155257,9.1,< 200 m
155258,"10.1, 10.2",200 m +
155259,"12.7, 9.10, 9.9",< 200 m
155260,"10.1, 10.2, 9.1",200 m +
155261,"9.10, 9.4, 9.5, 9.6",< 200 m
155262,"10.1, 10.2",200 m +
155263,"12.1, 12.6, 9.2, 9.3",< 200 m
155264,"9.1, 9.2",< 200 m
155265,"NA",unknown
155266,11.1.2,deep oceanic
155267,10.2,200 m +
155268,"12.7, 9.10",< 200 m
155269,"9.3, 9.4",< 200 m
155270,"12.1, 9.2",< 200 m
155271,"15.11, 9.2, 9.8.3",< 200 m
155272,"12.2, 12.6, 9.4, 9.5",< 200 m
155273,"12.7, 9.10, 9.8.6",< 200 m
155274,"NA",unknown
155276,"10.1, 9.1, 9.2",200 m +
155277,"12.6, 9.8.3",< 200 m
155278,"9.4, 9.5, 9.6",< 200 m
155279,"NA",unknown
155280,"9.1, 9.10",< 200 m
155281,"10.1, 10.2",200 m +
155282,"9.2, 9.3",< 200 m
155283,"NA",unknown
155284,"9.2, 9.9",< 200 m
155285,"9.7, 9.9",< 200 m
155286,"9.1, 9.2",< 200 m
155287,"NA",unknown
155288,"10.2, 10.3, 11.5",200 m +
155289,"11.1.1, 11.1.2, 9.1",200 m +
155290,9.2,< 200 m
155291,"12.2, 12.4, 12.5, 12.6, 12.7, 9.10, 9.4, 9.5, 9.6, 9.8.4, 9.9",< 200 m
155292,9.2,< 200 m
155293,"12.7, 9.10, 9.2, 9.4",< 200 m
155294,"10.1, 9.10",200 m +
155295,9.8.3,< 200 m
155296,"10.2, 11.1.2, 9.1, 9.4",200 m +
155297,"12.4, 9.10, 9.5, 9.6",< 200 m
155298,9.1,< 200 m
155299,"9.4, 9.5, 9.6",< 200 m
155300,"9.2, 9.4, 9.8.4, 9.8.5",< 200 m
155301,"9.8.2, 9.8.4, 9.8.5, 9.8.6",< 200 m
155302,"NA",unknown
155303,"10.3, 11.5",deep oceanic
155304,9.2,< 200 m
155305,10.3,deep oceanic
155306,"9.5, 9.6",< 200 m
155307,9.1,< 200 m
155308,"9.8.3, 9.8.4",< 200 m
155309,"12.1, 12.2, 9.2, 9.4",< 200 m
155310,"NA",unknown
155311,9.10,< 200 m
155312,"12.1, 9.2",< 200 m
155313,9.8.3,< 200 m
155314,"9.8.1, 9.8.3",< 200 m
155316,"9.10, 9.4, 9.5",< 200 m
155317,9.8.6,< 200 m
155318,"10.1, 9.2",200 m +
155319,"NA",unknown
155320,10.3,deep oceanic
155321,"12.1, 9.2, 9.8.6",< 200 m
155322,"NA",unknown
155323,9.2,< 200 m
155324,"10.2, 10.3",200 m +
155325,"9.4, 9.6",< 200 m
155326,"9.10, 9.2",< 200 m
155327,"12.1, 9.2",< 200 m
155328,11.1.2,deep oceanic
155329,"18, 9.4, 9.5, 9.6",< 200 m
155330,"9.4, 9.8.5",< 200 m
155474,9.1,< 200 m
155535,"12.1, 12.2, 12.3, 13.1",< 20 m
155552,9.10,< 200 m
155597,9.10,< 200 m
155610,9.10,< 200 m
155630,13.1,unknown
155835,9.10,< 200 m
155843,9.10,< 200 m
155980,9.10,< 200 m
156018,9.10,< 200 m
158616,10.2,200 m +
158617,"NA",unknown
158624,9.2,< 200 m
158625,9.2,< 200 m
158626,"9.8.2, 9.8.4",< 200 m
158627,9.8.1,< 200 m
158628,"NA",unknown
158630,"12.4, 9.10, 9.6",< 200 m
158632,"12.1, 12.6, 9.2, 9.3, 9.8.2, 9.8.6",< 200 m
161317,11.1.2,deep oceanic
161318,11.1.2,deep oceanic
161319,"NA",unknown
161320,"9.3, 9.4, 9.5, 9.6, 9.7",< 200 m
161321,"11.1.1, 9.2",200 m +
161322,"NA",unknown
161324,"11.1.1, 11.1.2",deep oceanic
161325,"11.1.2, 9.5",200 m +
161326,10.1,200 m +
161327,"NA",unknown
161328,"10.1, 12.1, 12.2, 12.4, 9.2, 9.3, 9.4, 9.5, 9.6, 9.9",200 m +
161329,11.1.2,deep oceanic
161330,10.2,200 m +
161331,"NA",unknown
161333,"NA",unknown
161334,"9.4, 9.5, 9.6",< 200 m
161335,"12.2, 9.4, 9.5, 9.6",< 200 m
161336,"11.1.1, 11.1.2",deep oceanic
161337,"NA",unknown
161338,"NA",unknown
161339,"11.1.1, 11.1.2, 9.5",200 m +
